Category,file_type,perc_number
MLOps/ AIOps,C/C++,11.534
MLOps/ AIOps,C/C++,31.5728
MLOps/ AIOps,C/C++,1.5256
MLOps/ AIOps,C/C++,35.241
MLOps/ AIOps,C/C++,21.0702
MLOps/ AIOps,C/C++,10.6192
MLOps/ AIOps,C/C++,12.6995
MLOps/ AIOps,C/C++,11.195
MLOps/ AIOps,C/C++,6.0064
MLOps/ AIOps,C/C++,14.0761
MLOps/ AIOps,C/C++,3.0574
MLOps/ AIOps,C/C++,30.4091
MLOps/ AIOps,C/C++,14.7472
MLOps/ AIOps,C/C++,11.5926
MLOps/ AIOps,C/C++,0.7405
MLOps/ AIOps,C/C++,3.9627
MLOps/ AIOps,C/C++,7.0297
MLOps/ AIOps,C/C++,8.0618
MLOps/ AIOps,C/C++,0.61
MLOps/ AIOps,C/C++,24.6199
MLOps/ AIOps,C/C++,18.9757
MLOps/ AIOps,C/C++,8.8707
MLOps/ AIOps,C/C++,28.6988
MLOps/ AIOps,C/C++,11.1361
MLOps/ AIOps,C/C++,5.9893
MLOps/ AIOps,C/C++,6.5421
MLOps/ AIOps,C/C++,8.0942
MLOps/ AIOps,C/C++,8.2701
MLOps/ AIOps,C/C++,0.6934
MLOps/ AIOps,C/C++,0.1119
MLOps/ AIOps,C/C++,7.4538
MLOps/ AIOps,C/C++,0.6183
MLOps/ AIOps,C/C++,14.3923
MLOps/ AIOps,C/C++,9.143
MLOps/ AIOps,C/C++,10.3639
MLOps/ AIOps,C/C++,0.9524
MLOps/ AIOps,C/C++,24.0367
MLOps/ AIOps,C/C++,3.5665
MLOps/ AIOps,C/C++,48.548
MLOps/ AIOps,C/C++,4.675
MLOps/ AIOps,C/C++,8.6199
MLOps/ AIOps,C/C++,11.5012
MLOps/ AIOps,C/C++,10.0128
MLOps/ AIOps,C/C++,10.9009
MLOps/ AIOps,C/C++,18.8996
MLOps/ AIOps,C/C++,11.0912
MLOps/ AIOps,C/C++,7.3928
MLOps/ AIOps,C/C++,11.238
MLOps/ AIOps,C/C++,16.888
MLOps/ AIOps,C/C++,9.1129
MLOps/ AIOps,C/C++,10.4826
MLOps/ AIOps,C/C++,3.4126
MLOps/ AIOps,C/C++,30.1224
MLOps/ AIOps,C/C++,21.9388
MLOps/ AIOps,C/C++,10.6352
MLOps/ AIOps,C/C++,0.0338
MLOps/ AIOps,C/C++,5.2164
MLOps/ AIOps,C/C++,6.8094
MLOps/ AIOps,C/C++,17.5969
MLOps/ AIOps,C/C++,0.4973
MLOps/ AIOps,C/C++,2.0686
MLOps/ AIOps,C/C++,11.9398
MLOps/ AIOps,C/C++,10.0683
MLOps/ AIOps,Julia,11.0126
MLOps/ AIOps,.ll,9.5717
MLOps/ AIOps,.ll,5.4818
MLOps/ AIOps,Goland,0.1082
MLOps/ AIOps,Goland,0.2822
MLOps/ AIOps,Goland,45.8234
MLOps/ AIOps,Goland,2.3035
MLOps/ AIOps,Goland,10.3938
MLOps/ AIOps,Goland,0.2008
MLOps/ AIOps,Goland,0.1882
MLOps/ AIOps,Goland,6.4078
MLOps/ AIOps,Goland,0.6627
MLOps/ AIOps,Goland,0.8077
MLOps/ AIOps,ELF/COFF,6.6674
MLOps/ AIOps,ELF/COFF,6.6836
MLOps/ AIOps,ELF/COFF,5.0579
MLOps/ AIOps,ELF/COFF,1.5578
MLOps/ AIOps,ELF/COFF,9.0374
MLOps/ AIOps,ELF/COFF,5.1585
MLOps/ AIOps,ELF/COFF,4.7197
MLOps/ AIOps,ELF/COFF,4.2959
MLOps/ AIOps,ELF/COFF,5.7937
MLOps/ AIOps,ELF/COFF,1.5885
MLOps/ AIOps,ELF/COFF,3.342
MLOps/ AIOps,ELF/COFF,1.2097
MLOps/ AIOps,ELF/COFF,3.9223
MLOps/ AIOps,ELF/COFF,6.599
MLOps/ AIOps,ELF/COFF,14.9781
MLOps/ AIOps,ELF/COFF,4.2445
MLOps/ AIOps,ELF/COFF,13.2893
MLOps/ AIOps,ELF/COFF,1.2938
MLOps/ AIOps,ELF/COFF,5.1164
MLOps/ AIOps,ELF/COFF,7.2521
MLOps/ AIOps,ELF/COFF,6.8601
MLOps/ AIOps,ELF/COFF,8.1113
MLOps/ AIOps,ELF/COFF,7.4777
MLOps/ AIOps,ELF/COFF,2.8016
MLOps/ AIOps,ELF/COFF,4.23
MLOps/ AIOps,ELF/COFF,17.2288
MLOps/ AIOps,ELF/COFF,3.0828
MLOps/ AIOps,ELF/COFF,2.7937
MLOps/ AIOps,ELF/COFF,2.5167
MLOps/ AIOps,ELF/COFF,2.0929
MLOps/ AIOps,ELF/COFF,4.081
MLOps/ AIOps,ELF/COFF,8.5018
MLOps/ AIOps,ELF/COFF,13.2828
MLOps/ AIOps,ELF/COFF,1.6968
MLOps/ AIOps,ELF/COFF,7.7028
MLOps/ AIOps,ELF/COFF,2.1721
MLOps/ AIOps,ELF/COFF,0.6225
MLOps/ AIOps,ELF/COFF,5.2253
MLOps/ AIOps,ELF/COFF,2.2877
MLOps/ AIOps,ELF/COFF,1.9809
MLOps/ AIOps,ELF/COFF,2.6649
MLOps/ AIOps,ELF/COFF,2.3933
MLOps/ AIOps,ELF/COFF,3.5307
MLOps/ AIOps,ELF/COFF,8.1237
MLOps/ AIOps,ELF/COFF,1.2752
MLOps/ AIOps,ELF/COFF,4.275
MLOps/ AIOps,ELF/COFF,3.8161
MLOps/ AIOps,ELF/COFF,12.9103
MLOps/ AIOps,ELF/COFF,16.9334
MLOps/ AIOps,ELF/COFF,3.2031
MLOps/ AIOps,ELF/COFF,13.5908
MLOps/ AIOps,ELF/COFF,2.0608
MLOps/ AIOps,ELF/COFF,6.23
MLOps/ AIOps,ELF/COFF,4.2252
MLOps/ AIOps,ELF/COFF,8.0952
MLOps/ AIOps,ELF/COFF,1.0916
MLOps/ AIOps,ELF/COFF,8.249
MLOps/ AIOps,ELF/COFF,4.7446
MLOps/ AIOps,ELF/COFF,7.9051
MLOps/ AIOps,ELF/COFF,6.4858
MLOps/ AIOps,ELF/COFF,5.6769
MLOps/ AIOps,ELF/COFF,13.7484
MLOps/ AIOps,ELF/COFF,7.8336
MLOps/ AIOps,ELF/COFF,1.9738
MLOps/ AIOps,ELF/COFF,3.4274
MLOps/ AIOps,ELF/COFF,3.2526
MLOps/ AIOps,ELF/COFF,5.2951
MLOps/ AIOps,ELF/COFF,2.3804
MLOps/ AIOps,ELF/COFF,3.4289
MLOps/ AIOps,ELF/COFF,3.5805
MLOps/ AIOps,ELF/COFF,2.1101
MLOps/ AIOps,ELF/COFF,1.8887
MLOps/ AIOps,ELF/COFF,3.1063
MLOps/ AIOps,ELF/COFF,2.889
MLOps/ AIOps,ELF/COFF,2.9558
MLOps/ AIOps,ELF/COFF,2.5449
MLOps/ AIOps,ELF/COFF,7.278
MLOps/ AIOps,ELF/COFF,2.1639
MLOps/ AIOps,ELF/COFF,4.0822
MLOps/ AIOps,ELF/COFF,6.6167
MLOps/ AIOps,ELF/COFF,0.0774
MLOps/ AIOps,ELF/COFF,13.1012
MLOps/ AIOps,ELF/COFF,3.6696
MLOps/ AIOps,ELF/COFF,2.8072
MLOps/ AIOps,.nii.1,4.9892
MLOps/ AIOps,.nii.1,4.9001
MLOps/ AIOps,Perl,5.3977
MLOps/ AIOps,Perl,3.7837
MLOps/ AIOps,Perl,4.0525
MLOps/ AIOps,Perl,1.4557
MLOps/ AIOps,Perl,12.7792
MLOps/ AIOps,Perl,2.4665
MLOps/ AIOps,Perl,2.7684
MLOps/ AIOps,Perl,2.7715
MLOps/ AIOps,Perl,12.4739
MLOps/ AIOps,Perl,1.9821
MLOps/ AIOps,Perl,3.6246
MLOps/ AIOps,Perl,0.7576
MLOps/ AIOps,Perl,8.2813
MLOps/ AIOps,Perl,0.5076
MLOps/ AIOps,Perl,6.7814
MLOps/ AIOps,Perl,2.6681
MLOps/ AIOps,Perl,16.4709
MLOps/ AIOps,Perl,1.6268
MLOps/ AIOps,Perl,3.8592
MLOps/ AIOps,Perl,15.4339
MLOps/ AIOps,Perl,5.5235
MLOps/ AIOps,Perl,6.6153
MLOps/ AIOps,Perl,5.3134
MLOps/ AIOps,Perl,5.2931
MLOps/ AIOps,Perl,2.806
MLOps/ AIOps,Perl,10.4359
MLOps/ AIOps,Perl,2.1605
MLOps/ AIOps,Perl,0.7058
MLOps/ AIOps,Perl,2.6886
MLOps/ AIOps,Perl,4.1536
MLOps/ AIOps,Perl,10.6906
MLOps/ AIOps,Perl,2.5775
MLOps/ AIOps,Perl,16.4628
MLOps/ AIOps,Perl,1.6923
MLOps/ AIOps,Perl,7.321
MLOps/ AIOps,Perl,2.3555
MLOps/ AIOps,Perl,0.7707
MLOps/ AIOps,Perl,4.9755
MLOps/ AIOps,Perl,2.0868
MLOps/ AIOps,Perl,2.0972
MLOps/ AIOps,Perl,4.1313
MLOps/ AIOps,Perl,3.0733
MLOps/ AIOps,Perl,1.6779
MLOps/ AIOps,Perl,6.0285
MLOps/ AIOps,Perl,0.9346
MLOps/ AIOps,Perl,3.6755
MLOps/ AIOps,Perl,15.9494
MLOps/ AIOps,Perl,3.8693
MLOps/ AIOps,Perl,4.2873
MLOps/ AIOps,Perl,1.3323
MLOps/ AIOps,Perl,7.8878
MLOps/ AIOps,Perl,5.2021
MLOps/ AIOps,Perl,0.3571
MLOps/ AIOps,Perl,0.5417
MLOps/ AIOps,Perl,2.3037
MLOps/ AIOps,Perl,5.5013
MLOps/ AIOps,Perl,3.7412
MLOps/ AIOps,Perl,5.6778
MLOps/ AIOps,Perl,4.046
MLOps/ AIOps,Perl,12.6486
MLOps/ AIOps,Perl,9.5839
MLOps/ AIOps,Perl,2.0607
MLOps/ AIOps,Perl,3.97
MLOps/ AIOps,Perl,7.9972
MLOps/ AIOps,Perl,3.3045
MLOps/ AIOps,Perl,3.2695
MLOps/ AIOps,Perl,7.262
MLOps/ AIOps,Perl,4.1949
MLOps/ AIOps,Perl,0.9748
MLOps/ AIOps,Perl,2.8729
MLOps/ AIOps,Perl,4.2595
MLOps/ AIOps,Perl,5.6978
MLOps/ AIOps,Perl,2.6497
MLOps/ AIOps,Perl,3.092
MLOps/ AIOps,Perl,2.6149
MLOps/ AIOps,Perl,5.163
MLOps/ AIOps,Perl,6.7665
MLOps/ AIOps,Perl,11.3354
MLOps/ AIOps,Perl,3.2734
MLOps/ AIOps,Perl,1.2203
MLOps/ AIOps,Js,19.0788
MLOps/ AIOps,Js,3.6639
MLOps/ AIOps,Js,0.3063
MLOps/ AIOps,Js,1.353
MLOps/ AIOps,Js,1.6292
MLOps/ AIOps,Js,0.5282
MLOps/ AIOps,Js,9.5154
MLOps/ AIOps,Js,1.747
MLOps/ AIOps,Js,1.2147
MLOps/ AIOps,Js,59.2461
MLOps/ AIOps,Js,4.9788
MLOps/ AIOps,Js,0.1584
MLOps/ AIOps,Js,0.5495
MLOps/ AIOps,Js,0.1444
MLOps/ AIOps,Js,0.5909
MLOps/ AIOps,Js,0.1692
MLOps/ AIOps,Js,0.2688
MLOps/ AIOps,Js,9.6671
MLOps/ AIOps,Js,0.6413
MLOps/ AIOps,Js,4.5057
MLOps/ AIOps,Js,0.1695
MLOps/ AIOps,Js,2.3906
MLOps/ AIOps,Js,0.3236
MLOps/ AIOps,Js,1.3283
MLOps/ AIOps,Js,1.6493
MLOps/ AIOps,Js,2.9303
MLOps/ AIOps,Js,0.3848
MLOps/ AIOps,Js,0.4313
MLOps/ AIOps,Js,1.7204
MLOps/ AIOps,Js,1.4422
MLOps/ AIOps,Js,2.4174
MLOps/ AIOps,Js,0.3028
MLOps/ AIOps,Js,0.9078
MLOps/ AIOps,Js,0.2116
MLOps/ AIOps,Js,5.0882
MLOps/ AIOps,Js,0.4219
MLOps/ AIOps,Js,3.8045
MLOps/ AIOps,Js,7.494
MLOps/ AIOps,Js,1.1299
MLOps/ AIOps,Js,0.5894
MLOps/ AIOps,Js,0.4762
MLOps/ AIOps,Js,1.7733
MLOps/ AIOps,Js,1.0177
MLOps/ AIOps,Js,0.1278
MLOps/ AIOps,Js,4.8008
MLOps/ AIOps,Js,0.381
MLOps/ AIOps,Js,0.1262
MLOps/ AIOps,Js,1.6809
MLOps/ AIOps,Js,0.2537
MLOps/ AIOps,Js,0.0854
MLOps/ AIOps,Js,23.9151
MLOps/ AIOps,Js,1.1597
MLOps/ AIOps,Js,14.5781
MLOps/ AIOps,Js,2.6498
MLOps/ AIOps,Js,4.0155
MLOps/ AIOps,Js,1.0908
MLOps/ AIOps,Js,0.8057
MLOps/ AIOps,Js,0.5045
MLOps/ AIOps,Js,0.2944
MLOps/ AIOps,Js,0.1098
MLOps/ AIOps,Js,32.7985
MLOps/ AIOps,Js,0.7008
MLOps/ AIOps,Js,0.8055
MLOps/ AIOps,Js,59.501
MLOps/ AIOps,Js,5.1206
MLOps/ AIOps,Js,5.3168
MLOps/ AIOps,image,13.3605
MLOps/ AIOps,image,0.1858
MLOps/ AIOps,image,0.2397
MLOps/ AIOps,image,0.0587
MLOps/ AIOps,image,1.7868
MLOps/ AIOps,image,9.0451
MLOps/ AIOps,image,16.6963
MLOps/ AIOps,image,0.6292
MLOps/ AIOps,image,0.3293
MLOps/ AIOps,image,0.1026
MLOps/ AIOps,image,0.3886
MLOps/ AIOps,image,3.0568
MLOps/ AIOps,image,0.0333
MLOps/ AIOps,image,0.1629
MLOps/ AIOps,image,8.0843
MLOps/ AIOps,image,8.0091
MLOps/ AIOps,image,22.1759
MLOps/ AIOps,image,0.2975
MLOps/ AIOps,image,0.2683
MLOps/ AIOps,image,0.1881
MLOps/ AIOps,image,0.3813
MLOps/ AIOps,image,2.0728
MLOps/ AIOps,image,0.675
MLOps/ AIOps,image,0.5429
MLOps/ AIOps,image,0.8432
MLOps/ AIOps,image,14.7306
MLOps/ AIOps,image,0.3886
MLOps/ AIOps,image,0.1152
MLOps/ AIOps,image,1.9925
MLOps/ AIOps,image,3.3147
MLOps/ AIOps,image,0.4724
MLOps/ AIOps,image,0.1128
MLOps/ AIOps,image,3.0271
MLOps/ AIOps,image,31.0785
MLOps/ AIOps,image,0.5037
MLOps/ AIOps,image,0.4876
MLOps/ AIOps,image,0.6708
MLOps/ AIOps,image,14.8549
MLOps/ AIOps,image,0.3356
MLOps/ AIOps,image,35.8871
MLOps/ AIOps,image,5.7006
MLOps/ AIOps,image,0.5964
MLOps/ AIOps,image,0.2015
MLOps/ AIOps,image,0.1996
MLOps/ AIOps,image,10.3571
MLOps/ AIOps,image,9.978
MLOps/ AIOps,image,0.1924
MLOps/ AIOps,image,0.1911
MLOps/ AIOps,image,9.406
MLOps/ AIOps,image,13.8896
MLOps/ AIOps,image,0.0358
MLOps/ AIOps,image,0.637
MLOps/ AIOps,image,0.079
MLOps/ AIOps,image,0.2853
MLOps/ AIOps,image,0.2982
MLOps/ AIOps,image,0.1221
MLOps/ AIOps,image,0.6929
MLOps/ AIOps,image,0.0285
MLOps/ AIOps,image,0.3775
MLOps/ AIOps,image,0.4207
MLOps/ AIOps,image,0.0902
MLOps/ AIOps,image,0.2487
MLOps/ AIOps,image,5.9855
MLOps/ AIOps,image,17.501
MLOps/ AIOps,image,0.2725
MLOps/ AIOps,image,0.3762
MLOps/ AIOps,image,0.121
MLOps/ AIOps,image,51.0222
MLOps/ AIOps,image,0.0996
MLOps/ AIOps,image,0.266
MLOps/ AIOps,image,1.1583
MLOps/ AIOps,image,3.2944
MLOps/ AIOps,image,0.3516
MLOps/ AIOps,image,4.2086
MLOps/ AIOps,.vf,11.6489
MLOps/ AIOps,.vf,0.2829
MLOps/ AIOps,.vf,5.7977
MLOps/ AIOps,.vf,0.1918
MLOps/ AIOps,DOC,2.8714
MLOps/ AIOps,DOC,5.0389
MLOps/ AIOps,DOC,2.5638
MLOps/ AIOps,DOC,1.5057
MLOps/ AIOps,DOC,3.9878
MLOps/ AIOps,DOC,2.0669
MLOps/ AIOps,DOC,2.0458
MLOps/ AIOps,DOC,2.9093
MLOps/ AIOps,DOC,3.4762
MLOps/ AIOps,DOC,1.4971
MLOps/ AIOps,DOC,1.6425
MLOps/ AIOps,DOC,6.2219
MLOps/ AIOps,DOC,2.8949
MLOps/ AIOps,DOC,4.022
MLOps/ AIOps,DOC,1.6656
MLOps/ AIOps,DOC,5.3108
MLOps/ AIOps,DOC,4.5486
MLOps/ AIOps,DOC,2.4339
MLOps/ AIOps,DOC,3.9959
MLOps/ AIOps,DOC,2.8301
MLOps/ AIOps,DOC,3.3441
MLOps/ AIOps,DOC,3.3689
MLOps/ AIOps,DOC,4.0293
MLOps/ AIOps,DOC,3.0589
MLOps/ AIOps,DOC,2.9112
MLOps/ AIOps,DOC,3.0495
MLOps/ AIOps,DOC,1.9326
MLOps/ AIOps,DOC,2.0769
MLOps/ AIOps,DOC,2.0133
MLOps/ AIOps,DOC,3.3679
MLOps/ AIOps,DOC,1.6759
MLOps/ AIOps,DOC,5.3082
MLOps/ AIOps,DOC,1.7072
MLOps/ AIOps,DOC,3.1257
MLOps/ AIOps,DOC,1.5903
MLOps/ AIOps,DOC,0.89
MLOps/ AIOps,DOC,2.6492
MLOps/ AIOps,DOC,1.4092
MLOps/ AIOps,DOC,1.753
MLOps/ AIOps,DOC,2.3663
MLOps/ AIOps,DOC,1.8454
MLOps/ AIOps,DOC,1.2275
MLOps/ AIOps,DOC,3.3192
MLOps/ AIOps,DOC,3.2122
MLOps/ AIOps,DOC,0.2494
MLOps/ AIOps,DOC,2.7639
MLOps/ AIOps,DOC,3.7442
MLOps/ AIOps,DOC,3.3128
MLOps/ AIOps,DOC,2.9768
MLOps/ AIOps,DOC,3.4513
MLOps/ AIOps,DOC,3.5441
MLOps/ AIOps,DOC,2.2119
