Topic,Repos,Tag,Metrics,Value
DL framwork,tensorflow/tensorflow,v2.6.2,Environment,0.41
DL framwork,pytorch/pytorch,v0.1.1,Permissions,1.75
DL framwork,pytorch/pytorch,v0.1.1,Filesystem,35.66
DL framwork,pytorch/pytorch,v0.1.1,Dependencies,22.38
DL framwork,pytorch/pytorch,v0.1.1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v0.1.1,Environment,0.7
DL framwork,pytorch/pytorch,v0.1.2,Permissions,1.75
DL framwork,pytorch/pytorch,v0.1.2,Filesystem,35.66
DL framwork,pytorch/pytorch,v0.1.2,Dependencies,22.38
DL framwork,pytorch/pytorch,v0.1.2,Build/Execute,39.51
DL framwork,pytorch/pytorch,v0.1.2,Environment,0.7
DL framwork,pytorch/pytorch,v0.1.3,Permissions,1.75
DL framwork,pytorch/pytorch,v0.1.3,Filesystem,35.66
DL framwork,pytorch/pytorch,v0.1.3,Dependencies,22.38
DL framwork,pytorch/pytorch,v0.1.3,Build/Execute,39.51
DL framwork,pytorch/pytorch,v0.1.3,Environment,0.7
DL framwork,pytorch/pytorch,v0.1.4,Permissions,1.75
DL framwork,pytorch/pytorch,v0.1.4,Filesystem,35.66
DL framwork,pytorch/pytorch,v0.1.4,Dependencies,22.38
DL framwork,pytorch/pytorch,v0.1.4,Build/Execute,39.51
DL framwork,pytorch/pytorch,v0.1.4,Environment,0.7
DL framwork,pytorch/pytorch,v0.1.5,Permissions,1.75
DL framwork,pytorch/pytorch,v0.1.5,Filesystem,35.66
DL framwork,pytorch/pytorch,v0.1.5,Dependencies,22.38
DL framwork,pytorch/pytorch,v0.1.5,Build/Execute,39.51
DL framwork,pytorch/pytorch,v0.1.5,Environment,0.7
DL framwork,pytorch/pytorch,v0.1.6,Permissions,1.75
DL framwork,pytorch/pytorch,v0.1.6,Filesystem,35.66
DL framwork,pytorch/pytorch,v0.1.6,Dependencies,22.38
DL framwork,pytorch/pytorch,v0.1.6,Build/Execute,39.51
DL framwork,pytorch/pytorch,v0.1.6,Environment,0.7
DL framwork,pytorch/pytorch,v0.1.7,Permissions,1.75
DL framwork,pytorch/pytorch,v0.1.7,Filesystem,35.66
DL framwork,pytorch/pytorch,v0.1.7,Dependencies,22.38
DL framwork,pytorch/pytorch,v0.1.7,Build/Execute,39.51
DL framwork,pytorch/pytorch,v0.1.7,Environment,0.7
DL framwork,pytorch/pytorch,v0.1.8,Permissions,1.75
DL framwork,pytorch/pytorch,v0.1.8,Filesystem,35.66
DL framwork,pytorch/pytorch,v0.1.8,Dependencies,22.38
DL framwork,pytorch/pytorch,v0.1.8,Build/Execute,39.51
DL framwork,pytorch/pytorch,v0.1.8,Environment,0.7
DL framwork,pytorch/pytorch,v0.1.9,Permissions,1.75
DL framwork,pytorch/pytorch,v0.1.9,Filesystem,35.66
DL framwork,pytorch/pytorch,v0.1.9,Dependencies,22.38
DL framwork,pytorch/pytorch,v0.1.9,Build/Execute,39.51
DL framwork,pytorch/pytorch,v0.1.9,Environment,0.7
DL framwork,pytorch/pytorch,v0.1.10,Permissions,1.75
DL framwork,pytorch/pytorch,v0.1.10,Filesystem,35.66
DL framwork,pytorch/pytorch,v0.1.10,Dependencies,22.38
DL framwork,pytorch/pytorch,v0.1.10,Build/Execute,39.51
DL framwork,pytorch/pytorch,v0.1.10,Environment,0.7
DL framwork,pytorch/pytorch,v0.1.11,Permissions,1.75
DL framwork,pytorch/pytorch,v0.1.11,Filesystem,35.66
DL framwork,pytorch/pytorch,v0.1.11,Dependencies,22.38
DL framwork,pytorch/pytorch,v0.1.11,Build/Execute,39.51
DL framwork,pytorch/pytorch,v0.1.11,Environment,0.7
DL framwork,pytorch/pytorch,v0.1.12,Permissions,1.75
DL framwork,pytorch/pytorch,v0.1.12,Filesystem,35.66
DL framwork,pytorch/pytorch,v0.1.12,Dependencies,22.38
DL framwork,pytorch/pytorch,v0.1.12,Build/Execute,39.51
DL framwork,pytorch/pytorch,v0.1.12,Environment,0.7
DL framwork,pytorch/pytorch,v0.2.0,Permissions,1.75
DL framwork,pytorch/pytorch,v0.2.0,Filesystem,35.66
DL framwork,pytorch/pytorch,v0.2.0,Dependencies,22.38
DL framwork,pytorch/pytorch,v0.2.0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v0.2.0,Environment,0.7
DL framwork,pytorch/pytorch,v0.3.0,Permissions,1.75
DL framwork,pytorch/pytorch,v0.3.0,Filesystem,35.66
DL framwork,pytorch/pytorch,v0.3.0,Dependencies,22.38
DL framwork,pytorch/pytorch,v0.3.0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v0.3.0,Environment,0.7
DL framwork,pytorch/pytorch,v0.3.1,Permissions,1.75
DL framwork,pytorch/pytorch,v0.3.1,Filesystem,35.66
DL framwork,pytorch/pytorch,v0.3.1,Dependencies,22.38
DL framwork,pytorch/pytorch,v0.3.1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v0.3.1,Environment,0.7
DL framwork,pytorch/pytorch,v0.4.0,Permissions,1.75
DL framwork,pytorch/pytorch,v0.4.0,Filesystem,35.66
DL framwork,pytorch/pytorch,v0.4.0,Dependencies,22.38
DL framwork,pytorch/pytorch,v0.4.0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v0.4.0,Environment,0.7
DL framwork,pytorch/pytorch,v0.4.1,Permissions,1.75
DL framwork,pytorch/pytorch,v0.4.1,Filesystem,35.66
DL framwork,pytorch/pytorch,v0.4.1,Dependencies,22.38
DL framwork,pytorch/pytorch,v0.4.1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v0.4.1,Environment,0.7
DL framwork,pytorch/pytorch,v1.0.0a0,Permissions,1.75
DL framwork,pytorch/pytorch,v1.0.0a0,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.0.0a0,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.0.0a0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.0.0a0,Environment,0.7
DL framwork,pytorch/pytorch,v1.0rc0,Permissions,1.75
DL framwork,pytorch/pytorch,v1.0rc0,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.0rc0,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.0rc0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.0rc0,Environment,0.7
DL framwork,pytorch/pytorch,v1.0rc1,Permissions,1.75
DL framwork,pytorch/pytorch,v1.0rc1,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.0rc1,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.0rc1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.0rc1,Environment,0.7
DL framwork,pytorch/pytorch,v1.0.0,Permissions,1.75
DL framwork,pytorch/pytorch,v1.0.0,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.0.0,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.0.0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.0.0,Environment,0.7
DL framwork,pytorch/pytorch,v1.1.0a0,Permissions,1.75
DL framwork,pytorch/pytorch,v1.1.0a0,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.1.0a0,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.1.0a0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.1.0a0,Environment,0.7
DL framwork,pytorch/pytorch,v1.0.1,Permissions,1.75
DL framwork,pytorch/pytorch,v1.0.1,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.0.1,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.0.1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.0.1,Environment,0.7
DL framwork,pytorch/pytorch,v1.1.0,Permissions,1.75
DL framwork,pytorch/pytorch,v1.1.0,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.1.0,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.1.0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.1.0,Environment,0.7
DL framwork,pytorch/pytorch,v1.2.0a0,Permissions,1.75
DL framwork,pytorch/pytorch,v1.2.0a0,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.2.0a0,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.2.0a0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.2.0a0,Environment,0.7
DL framwork,pytorch/pytorch,v1.3.0a0,Permissions,1.75
DL framwork,pytorch/pytorch,v1.3.0a0,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.3.0a0,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.3.0a0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.3.0a0,Environment,0.7
DL framwork,pytorch/pytorch,v1.2.0,Permissions,1.75
DL framwork,pytorch/pytorch,v1.2.0,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.2.0,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.2.0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.2.0,Environment,0.7
DL framwork,pytorch/pytorch,v1.4.0a0,Permissions,1.75
DL framwork,pytorch/pytorch,v1.4.0a0,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.4.0a0,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.4.0a0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.4.0a0,Environment,0.7
DL framwork,pytorch/pytorch,v1.3.0,Permissions,1.75
DL framwork,pytorch/pytorch,v1.3.0,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.3.0,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.3.0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.3.0,Environment,0.7
DL framwork,pytorch/pytorch,v1.3.1,Permissions,1.75
DL framwork,pytorch/pytorch,v1.3.1,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.3.1,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.3.1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.3.1,Environment,0.7
DL framwork,pytorch/pytorch,v1.4.0,Permissions,1.75
DL framwork,pytorch/pytorch,v1.4.0,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.4.0,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.4.0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.4.0,Environment,0.7
DL framwork,pytorch/pytorch,v1.5.0-rc1,Permissions,1.75
DL framwork,pytorch/pytorch,v1.5.0-rc1,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.5.0-rc1,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.5.0-rc1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.5.0-rc1,Environment,0.7
DL framwork,pytorch/pytorch,v1.4.1,Permissions,1.75
DL framwork,pytorch/pytorch,v1.4.1,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.4.1,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.4.1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.4.1,Environment,0.7
DL framwork,pytorch/pytorch,v1.5.0-rc2,Permissions,1.75
DL framwork,pytorch/pytorch,v1.5.0-rc2,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.5.0-rc2,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.5.0-rc2,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.5.0-rc2,Environment,0.7
DL framwork,pytorch/pytorch,v1.5.0-rc3,Permissions,1.75
DL framwork,pytorch/pytorch,v1.5.0-rc3,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.5.0-rc3,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.5.0-rc3,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.5.0-rc3,Environment,0.7
DL framwork,pytorch/pytorch,v1.5.0-rc4,Permissions,1.75
DL framwork,pytorch/pytorch,v1.5.0-rc4,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.5.0-rc4,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.5.0-rc4,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.5.0-rc4,Environment,0.7
DL framwork,pytorch/pytorch,v1.5.0,Permissions,1.75
DL framwork,pytorch/pytorch,v1.5.0,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.5.0,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.5.0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.5.0,Environment,0.7
DL framwork,pytorch/pytorch,v1.5.0-rc5,Permissions,1.75
DL framwork,pytorch/pytorch,v1.5.0-rc5,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.5.0-rc5,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.5.0-rc5,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.5.0-rc5,Environment,0.7
DL framwork,pytorch/pytorch,v1.5.1,Permissions,1.75
DL framwork,pytorch/pytorch,v1.5.1,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.5.1,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.5.1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.5.1,Environment,0.7
DL framwork,pytorch/pytorch,v1.5.1-rc1,Permissions,1.75
DL framwork,pytorch/pytorch,v1.5.1-rc1,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.5.1-rc1,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.5.1-rc1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.5.1-rc1,Environment,0.7
DL framwork,pytorch/pytorch,v1.6.0-rc1,Permissions,1.75
DL framwork,pytorch/pytorch,v1.6.0-rc1,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.6.0-rc1,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.6.0-rc1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.6.0-rc1,Environment,0.7
DL framwork,pytorch/pytorch,v1.6.0-rc2,Permissions,1.75
DL framwork,pytorch/pytorch,v1.6.0-rc2,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.6.0-rc2,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.6.0-rc2,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.6.0-rc2,Environment,0.7
DL framwork,pytorch/pytorch,v1.6.0-rc3,Permissions,1.75
DL framwork,pytorch/pytorch,v1.6.0-rc3,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.6.0-rc3,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.6.0-rc3,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.6.0-rc3,Environment,0.7
DL framwork,pytorch/pytorch,v1.6.0-rc4,Permissions,1.75
DL framwork,pytorch/pytorch,v1.6.0-rc4,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.6.0-rc4,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.6.0-rc4,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.6.0-rc4,Environment,0.7
DL framwork,pytorch/pytorch,v1.6.0-rc5,Permissions,1.75
DL framwork,pytorch/pytorch,v1.6.0-rc5,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.6.0-rc5,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.6.0-rc5,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.6.0-rc5,Environment,0.7
DL framwork,pytorch/pytorch,v1.6.0-rc6,Permissions,1.75
DL framwork,pytorch/pytorch,v1.6.0-rc6,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.6.0-rc6,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.6.0-rc6,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.6.0-rc6,Environment,0.7
DL framwork,pytorch/pytorch,v1.6.0,Permissions,1.75
DL framwork,pytorch/pytorch,v1.6.0,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.6.0,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.6.0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.6.0,Environment,0.7
DL framwork,pytorch/pytorch,v1.6.0-rc7,Permissions,1.75
DL framwork,pytorch/pytorch,v1.6.0-rc7,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.6.0-rc7,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.6.0-rc7,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.6.0-rc7,Environment,0.7
DL framwork,pytorch/pytorch,v1.7.0-rc1,Permissions,1.75
DL framwork,pytorch/pytorch,v1.7.0-rc1,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.7.0-rc1,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.7.0-rc1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.7.0-rc1,Environment,0.7
DL framwork,pytorch/pytorch,v1.7.0-rc2,Permissions,1.75
DL framwork,pytorch/pytorch,v1.7.0-rc2,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.7.0-rc2,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.7.0-rc2,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.7.0-rc2,Environment,0.7
DL framwork,pytorch/pytorch,v1.7.0-rc3,Permissions,1.75
DL framwork,pytorch/pytorch,v1.7.0-rc3,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.7.0-rc3,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.7.0-rc3,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.7.0-rc3,Environment,0.7
DL framwork,pytorch/pytorch,v1.7.0,Permissions,1.75
DL framwork,pytorch/pytorch,v1.7.0,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.7.0,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.7.0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.7.0,Environment,0.7
DL framwork,pytorch/pytorch,v1.7.0-rc4,Permissions,1.75
DL framwork,pytorch/pytorch,v1.7.0-rc4,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.7.0-rc4,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.7.0-rc4,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.7.0-rc4,Environment,0.7
DL framwork,pytorch/pytorch,v1.7.1-rc1,Permissions,1.75
DL framwork,pytorch/pytorch,v1.7.1-rc1,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.7.1-rc1,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.7.1-rc1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.7.1-rc1,Environment,0.7
DL framwork,pytorch/pytorch,v1.7.1-rc2,Permissions,1.75
DL framwork,pytorch/pytorch,v1.7.1-rc2,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.7.1-rc2,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.7.1-rc2,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.7.1-rc2,Environment,0.7
DL framwork,pytorch/pytorch,v1.7.1,Permissions,1.75
DL framwork,pytorch/pytorch,v1.7.1,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.7.1,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.7.1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.7.1,Environment,0.7
DL framwork,pytorch/pytorch,v1.7.1-rc3,Permissions,1.75
DL framwork,pytorch/pytorch,v1.7.1-rc3,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.7.1-rc3,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.7.1-rc3,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.7.1-rc3,Environment,0.7
DL framwork,pytorch/pytorch,v1.8.0-rc1,Permissions,1.75
DL framwork,pytorch/pytorch,v1.8.0-rc1,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.8.0-rc1,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.8.0-rc1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.8.0-rc1,Environment,0.7
DL framwork,pytorch/pytorch,v1.8.0-rc2,Permissions,1.75
DL framwork,pytorch/pytorch,v1.8.0-rc2,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.8.0-rc2,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.8.0-rc2,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.8.0-rc2,Environment,0.7
DL framwork,pytorch/pytorch,v1.8.0-rc3,Permissions,1.75
DL framwork,pytorch/pytorch,v1.8.0-rc3,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.8.0-rc3,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.8.0-rc3,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.8.0-rc3,Environment,0.7
DL framwork,pytorch/pytorch,v1.8.0-rc4,Permissions,1.75
DL framwork,pytorch/pytorch,v1.8.0-rc4,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.8.0-rc4,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.8.0-rc4,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.8.0-rc4,Environment,0.7
DL framwork,pytorch/pytorch,v1.8.0,Permissions,1.75
DL framwork,pytorch/pytorch,v1.8.0,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.8.0,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.8.0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.8.0,Environment,0.7
DL framwork,pytorch/pytorch,v1.8.0-rc5,Permissions,1.75
DL framwork,pytorch/pytorch,v1.8.0-rc5,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.8.0-rc5,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.8.0-rc5,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.8.0-rc5,Environment,0.7
DL framwork,pytorch/pytorch,v1.8.1-rc1,Permissions,1.75
DL framwork,pytorch/pytorch,v1.8.1-rc1,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.8.1-rc1,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.8.1-rc1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.8.1-rc1,Environment,0.7
DL framwork,pytorch/pytorch,v1.8.1-rc2,Permissions,1.75
DL framwork,pytorch/pytorch,v1.8.1-rc2,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.8.1-rc2,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.8.1-rc2,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.8.1-rc2,Environment,0.7
DL framwork,pytorch/pytorch,v1.8.1,Permissions,1.75
DL framwork,pytorch/pytorch,v1.8.1,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.8.1,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.8.1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.8.1,Environment,0.7
DL framwork,pytorch/pytorch,v1.8.1-rc3,Permissions,1.75
DL framwork,pytorch/pytorch,v1.8.1-rc3,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.8.1-rc3,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.8.1-rc3,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.8.1-rc3,Environment,0.7
DL framwork,pytorch/pytorch,v1.9.0-rc1,Permissions,1.75
DL framwork,pytorch/pytorch,v1.9.0-rc1,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.9.0-rc1,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.9.0-rc1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.9.0-rc1,Environment,0.7
DL framwork,pytorch/pytorch,v1.9.0-rc2,Permissions,1.75
DL framwork,pytorch/pytorch,v1.9.0-rc2,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.9.0-rc2,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.9.0-rc2,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.9.0-rc2,Environment,0.7
DL framwork,pytorch/pytorch,v1.9.0-rc3,Permissions,1.75
DL framwork,pytorch/pytorch,v1.9.0-rc3,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.9.0-rc3,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.9.0-rc3,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.9.0-rc3,Environment,0.7
DL framwork,pytorch/pytorch,v1.9.0,Permissions,1.75
DL framwork,pytorch/pytorch,v1.9.0,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.9.0,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.9.0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.9.0,Environment,0.7
DL framwork,pytorch/pytorch,v1.9.0-rc4,Permissions,1.75
DL framwork,pytorch/pytorch,v1.9.0-rc4,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.9.0-rc4,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.9.0-rc4,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.9.0-rc4,Environment,0.7
DL framwork,pytorch/pytorch,v1.8.2,Permissions,1.75
DL framwork,pytorch/pytorch,v1.8.2,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.8.2,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.8.2,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.8.2,Environment,0.7
DL framwork,pytorch/pytorch,v1.8.2-rc1,Permissions,1.75
DL framwork,pytorch/pytorch,v1.8.2-rc1,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.8.2-rc1,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.8.2-rc1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.8.2-rc1,Environment,0.7
DL framwork,pytorch/pytorch,v1.9.1-rc1,Permissions,1.75
DL framwork,pytorch/pytorch,v1.9.1-rc1,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.9.1-rc1,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.9.1-rc1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.9.1-rc1,Environment,0.7
DL framwork,pytorch/pytorch,v1.9.1,Permissions,1.75
DL framwork,pytorch/pytorch,v1.9.1,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.9.1,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.9.1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.9.1,Environment,0.7
DL framwork,pytorch/pytorch,v1.9.1-rc2,Permissions,1.75
DL framwork,pytorch/pytorch,v1.9.1-rc2,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.9.1-rc2,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.9.1-rc2,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.9.1-rc2,Environment,0.7
DL framwork,pytorch/pytorch,v1.10.0-rc1,Permissions,1.75
DL framwork,pytorch/pytorch,v1.10.0-rc1,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.10.0-rc1,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.10.0-rc1,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.10.0-rc1,Environment,0.7
DL framwork,pytorch/pytorch,v1.10.0-rc2,Permissions,1.75
DL framwork,pytorch/pytorch,v1.10.0-rc2,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.10.0-rc2,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.10.0-rc2,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.10.0-rc2,Environment,0.7
DL framwork,pytorch/pytorch,v1.10.0,Permissions,1.75
DL framwork,pytorch/pytorch,v1.10.0,Filesystem,35.66
DL framwork,pytorch/pytorch,v1.10.0,Dependencies,22.38
DL framwork,pytorch/pytorch,v1.10.0,Build/Execute,39.51
DL framwork,pytorch/pytorch,v1.10.0,Environment,0.7
DL framwork,pytorch/pytorch,v1.10.0-rc3,Permissions,1.75
DL framwork,pytorch/pytorch,v1.10.0-rc3,Filesystem,35.66
