Topic,Repos,Tag,TagID,Metrics,composition,total
AutoML,microsoft/nni,v2.0,34,Permissions,0.0,0
AutoML,microsoft/nni,v2.0,34,Environment,0.0,0
AutoML,microsoft/nni,v2.0,34,Build/Execute,39.77,35
AutoML,microsoft/nni,v2.0,34,Filesystem,21.59,19
AutoML,microsoft/nni,v2.1,35,Dependencies,38.64,34
AutoML,microsoft/nni,v2.1,35,Permissions,0.0,0
AutoML,microsoft/nni,v2.1,35,Environment,0.0,0
AutoML,microsoft/nni,v2.1,35,Build/Execute,39.77,35
AutoML,microsoft/nni,v2.1,35,Filesystem,21.59,19
AutoML,microsoft/nni,v2.2,36,Dependencies,38.64,34
AutoML,microsoft/nni,v2.2,36,Permissions,0.0,0
AutoML,microsoft/nni,v2.2,36,Environment,0.0,0
AutoML,microsoft/nni,v2.2,36,Build/Execute,39.77,35
AutoML,microsoft/nni,v2.2,36,Filesystem,21.59,19
AutoML,microsoft/nni,v2.3,37,Dependencies,38.64,34
AutoML,microsoft/nni,v2.3,37,Permissions,0.0,0
AutoML,microsoft/nni,v2.3,37,Environment,0.0,0
AutoML,microsoft/nni,v2.3,37,Build/Execute,39.77,35
AutoML,microsoft/nni,v2.3,37,Filesystem,21.59,19
AutoML,microsoft/nni,v2.4,38,Dependencies,38.64,34
AutoML,microsoft/nni,v2.4,38,Permissions,0.0,0
AutoML,microsoft/nni,v2.4,38,Environment,0.0,0
AutoML,microsoft/nni,v2.4,38,Build/Execute,39.77,35
AutoML,microsoft/nni,v2.4,38,Filesystem,21.59,19
AutoML,microsoft/nni,v2.5,39,Dependencies,38.64,34
AutoML,microsoft/nni,v2.5,39,Permissions,0.0,0
AutoML,microsoft/nni,v2.5,39,Environment,0.0,0
AutoML,microsoft/nni,v2.5,39,Build/Execute,39.77,35
AutoML,microsoft/nni,v2.5,39,Filesystem,21.59,19
AutoML,keras-team/autokeras,init,0,Dependencies,50.0,14
AutoML,keras-team/autokeras,init,0,Permissions,0.0,0
AutoML,keras-team/autokeras,init,0,Environment,0.0,0
AutoML,keras-team/autokeras,init,0,Build/Execute,28.57,8
AutoML,keras-team/autokeras,init,0,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.0.1,1,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.0.1,1,Permissions,0.0,0
AutoML,keras-team/autokeras,0.0.1,1,Environment,0.0,0
AutoML,keras-team/autokeras,0.0.1,1,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.0.1,1,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.0.2,2,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.0.2,2,Permissions,0.0,0
AutoML,keras-team/autokeras,0.0.2,2,Environment,0.0,0
AutoML,keras-team/autokeras,0.0.2,2,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.0.2,2,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.1.1,3,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.1.1,3,Permissions,0.0,0
AutoML,keras-team/autokeras,0.1.1,3,Environment,0.0,0
AutoML,keras-team/autokeras,0.1.1,3,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.1.1,3,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.2.0,4,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.2.0,4,Permissions,0.0,0
AutoML,keras-team/autokeras,0.2.0,4,Environment,0.0,0
AutoML,keras-team/autokeras,0.2.0,4,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.2.0,4,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.2.1,5,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.2.1,5,Permissions,0.0,0
AutoML,keras-team/autokeras,0.2.1,5,Environment,0.0,0
AutoML,keras-team/autokeras,0.2.1,5,Build/Execute,28.57,8
AutoML,keras-team/autokeras,0.2.1,5,Filesystem,21.43,6
AutoML,keras-team/autokeras,0.2.3,6,Dependencies,50.0,14
AutoML,keras-team/autokeras,0.2.3,6,Permissions,0.0,0
