repos,repo_version,filename,instructions,instructions_count
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/sdk1.16.1/Dockerfile.neuron,ENV,9
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/sdk1.16.1/Dockerfile.neuron,ENTRYPOINT,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/sdk1.16.1/Dockerfile.neuron,ARG,6
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/sdk1.16.1/Dockerfile.neuron,FROM,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/Dockerfile.sagemaker.cpu,CMD,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/Dockerfile.sagemaker.cpu,COPY,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/Dockerfile.sagemaker.cpu,RUN,2
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/Dockerfile.sagemaker.cpu,LABEL,4
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/Dockerfile.sagemaker.cpu,ENV,2
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/Dockerfile.sagemaker.cpu,ARG,4
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/Dockerfile.sagemaker.cpu,FROM,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/Dockerfile.diy.cpu,CMD,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/Dockerfile.diy.cpu,COPY,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/Dockerfile.diy.cpu,EXPOSE,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/Dockerfile.diy.cpu,RUN,13
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/Dockerfile.diy.cpu,LABEL,2
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/Dockerfile.diy.cpu,ENV,7
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/Dockerfile.diy.cpu,ARG,6
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/Dockerfile.diy.cpu,FROM,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/cu112/Dockerfile.sagemaker.gpu,CMD,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/cu112/Dockerfile.sagemaker.gpu,COPY,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/cu112/Dockerfile.sagemaker.gpu,RUN,2
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/cu112/Dockerfile.sagemaker.gpu,LABEL,3
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/cu112/Dockerfile.sagemaker.gpu,ENV,2
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/cu112/Dockerfile.sagemaker.gpu,ARG,4
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/cu112/Dockerfile.sagemaker.gpu,FROM,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/cu112/Dockerfile.diy.gpu,CMD,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/cu112/Dockerfile.diy.gpu,COPY,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/cu112/Dockerfile.diy.gpu,EXPOSE,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/cu112/Dockerfile.diy.gpu,RUN,13
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/cu112/Dockerfile.diy.gpu,LABEL,2
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/cu112/Dockerfile.diy.gpu,ENV,9
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/cu112/Dockerfile.diy.gpu,ARG,6
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/.diy_sm_examples/cu112/Dockerfile.diy.gpu,FROM,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.sagemaker.gpu,CMD,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.sagemaker.gpu,COPY,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.sagemaker.gpu,RUN,2
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.sagemaker.gpu,LABEL,3
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.sagemaker.gpu,ENV,2
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.sagemaker.gpu,ARG,4
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.sagemaker.gpu,FROM,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.gpu,CMD,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.gpu,COPY,2
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.gpu,EXPOSE,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.gpu,RUN,13
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.gpu,LABEL,3
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.gpu,ENV,11
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.gpu,ARG,6
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.gpu,FROM,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.diy.gpu,CMD,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.diy.gpu,COPY,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.diy.gpu,EXPOSE,1
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.diy.gpu,RUN,13
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.diy.gpu,LABEL,2
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.diy.gpu,ENV,9
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.diy.gpu,ARG,6
aws/deep-learning-containers,latest,/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.diy.gpu,FROM,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/training/docker/2.4/py3/cu110/Dockerfile.gpu,ARG,3
aws/deep-learning-containers,latest,/huggingface/tensorflow/training/docker/2.4/py3/cu110/Dockerfile.gpu,RUN,3
aws/deep-learning-containers,latest,/huggingface/tensorflow/training/docker/2.4/py3/cu110/Dockerfile.gpu,LABEL,2
aws/deep-learning-containers,latest,/huggingface/tensorflow/training/docker/2.4/py3/cu110/Dockerfile.gpu,FROM,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/training/docker/2.3/py3/cu110/Dockerfile.gpu,ARG,3
aws/deep-learning-containers,latest,/huggingface/tensorflow/training/docker/2.3/py3/cu110/Dockerfile.gpu,RUN,3
aws/deep-learning-containers,latest,/huggingface/tensorflow/training/docker/2.3/py3/cu110/Dockerfile.gpu,LABEL,2
aws/deep-learning-containers,latest,/huggingface/tensorflow/training/docker/2.3/py3/cu110/Dockerfile.gpu,FROM,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/training/docker/2.5/py3/cu112/Dockerfile.gpu,ARG,3
aws/deep-learning-containers,latest,/huggingface/tensorflow/training/docker/2.5/py3/cu112/Dockerfile.gpu,RUN,3
aws/deep-learning-containers,latest,/huggingface/tensorflow/training/docker/2.5/py3/cu112/Dockerfile.gpu,LABEL,2
aws/deep-learning-containers,latest,/huggingface/tensorflow/training/docker/2.5/py3/cu112/Dockerfile.gpu,FROM,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/Dockerfile.cpu,CMD,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/Dockerfile.cpu,COPY,2
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/Dockerfile.cpu,EXPOSE,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/Dockerfile.cpu,RUN,13
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/Dockerfile.cpu,LABEL,4
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/Dockerfile.cpu,ENV,4
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/Dockerfile.cpu,ENTRYPOINT,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/Dockerfile.cpu,ADD,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/Dockerfile.cpu,ARG,6
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/Dockerfile.cpu,WORKDIR,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/Dockerfile.cpu,FROM,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/cu110/Dockerfile.gpu,CMD,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/cu110/Dockerfile.gpu,COPY,2
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/cu110/Dockerfile.gpu,EXPOSE,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/cu110/Dockerfile.gpu,RUN,12
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/cu110/Dockerfile.gpu,LABEL,3
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/cu110/Dockerfile.gpu,ENV,5
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/cu110/Dockerfile.gpu,ENTRYPOINT,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/cu110/Dockerfile.gpu,ADD,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/cu110/Dockerfile.gpu,ARG,6
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/cu110/Dockerfile.gpu,WORKDIR,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.4/py3/cu110/Dockerfile.gpu,FROM,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/Dockerfile.cpu,CMD,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/Dockerfile.cpu,COPY,2
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/Dockerfile.cpu,EXPOSE,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/Dockerfile.cpu,RUN,13
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/Dockerfile.cpu,LABEL,4
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/Dockerfile.cpu,ENV,4
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/Dockerfile.cpu,ENTRYPOINT,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/Dockerfile.cpu,ADD,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/Dockerfile.cpu,ARG,6
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/Dockerfile.cpu,WORKDIR,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/Dockerfile.cpu,FROM,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.gpu,CMD,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.gpu,COPY,2
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.gpu,EXPOSE,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.gpu,RUN,12
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.gpu,LABEL,3
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.gpu,ENV,5
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.gpu,ENTRYPOINT,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.gpu,ADD,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.gpu,ARG,6
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.gpu,WORKDIR,1
aws/deep-learning-containers,latest,/huggingface/tensorflow/inference/docker/2.5/py3/cu112/Dockerfile.gpu,FROM,1
aws/deep-learning-containers,latest,/huggingface/pytorch/training/docker/1.9/py3/cu111/Dockerfile.gpu,ARG,3
aws/deep-learning-containers,latest,/huggingface/pytorch/training/docker/1.9/py3/cu111/Dockerfile.gpu,RUN,3
aws/deep-learning-containers,latest,/huggingface/pytorch/training/docker/1.9/py3/cu111/Dockerfile.gpu,LABEL,2
aws/deep-learning-containers,latest,/huggingface/pytorch/training/docker/1.9/py3/cu111/Dockerfile.gpu,FROM,1
aws/deep-learning-containers,latest,/huggingface/pytorch/training/docker/1.7/py3/cu110/Dockerfile.gpu,ARG,3
aws/deep-learning-containers,latest,/huggingface/pytorch/training/docker/1.7/py3/cu110/Dockerfile.gpu,RUN,3
aws/deep-learning-containers,latest,/huggingface/pytorch/training/docker/1.7/py3/cu110/Dockerfile.gpu,LABEL,2
aws/deep-learning-containers,latest,/huggingface/pytorch/training/docker/1.7/py3/cu110/Dockerfile.gpu,FROM,1
aws/deep-learning-containers,latest,/huggingface/pytorch/training/docker/1.6/py3/cu110/Dockerfile.gpu,ARG,3
aws/deep-learning-containers,latest,/huggingface/pytorch/training/docker/1.6/py3/cu110/Dockerfile.gpu,RUN,3
aws/deep-learning-containers,latest,/huggingface/pytorch/training/docker/1.6/py3/cu110/Dockerfile.gpu,LABEL,2
aws/deep-learning-containers,latest,/huggingface/pytorch/training/docker/1.6/py3/cu110/Dockerfile.gpu,FROM,1
aws/deep-learning-containers,latest,/huggingface/pytorch/training/docker/1.8/py3/cu111/Dockerfile.gpu,ARG,3
aws/deep-learning-containers,latest,/huggingface/pytorch/training/docker/1.8/py3/cu111/Dockerfile.gpu,RUN,3
aws/deep-learning-containers,latest,/huggingface/pytorch/training/docker/1.8/py3/cu111/Dockerfile.gpu,LABEL,2
aws/deep-learning-containers,latest,/huggingface/pytorch/training/docker/1.8/py3/cu111/Dockerfile.gpu,FROM,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/Dockerfile.cpu,CMD,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/Dockerfile.cpu,COPY,2
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/Dockerfile.cpu,EXPOSE,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/Dockerfile.cpu,RUN,13
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/Dockerfile.cpu,LABEL,4
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/Dockerfile.cpu,ENV,4
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/Dockerfile.cpu,ENTRYPOINT,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/Dockerfile.cpu,ADD,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/Dockerfile.cpu,ARG,6
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/Dockerfile.cpu,WORKDIR,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/Dockerfile.cpu,FROM,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/cu111/Dockerfile.gpu,CMD,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/cu111/Dockerfile.gpu,COPY,2
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/cu111/Dockerfile.gpu,EXPOSE,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/cu111/Dockerfile.gpu,RUN,15
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/cu111/Dockerfile.gpu,LABEL,3
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/cu111/Dockerfile.gpu,ENV,11
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/cu111/Dockerfile.gpu,ENTRYPOINT,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/cu111/Dockerfile.gpu,ADD,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/cu111/Dockerfile.gpu,ARG,7
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/cu111/Dockerfile.gpu,WORKDIR,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/cu111/Dockerfile.gpu,FROM,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/sdk1.16.1/Dockerfile.neuron,CMD,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/sdk1.16.1/Dockerfile.neuron,COPY,3
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/sdk1.16.1/Dockerfile.neuron,EXPOSE,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/sdk1.16.1/Dockerfile.neuron,RUN,14
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/sdk1.16.1/Dockerfile.neuron,LABEL,3
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/sdk1.16.1/Dockerfile.neuron,ENV,3
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/sdk1.16.1/Dockerfile.neuron,ENTRYPOINT,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/sdk1.16.1/Dockerfile.neuron,ADD,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/sdk1.16.1/Dockerfile.neuron,ARG,5
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/sdk1.16.1/Dockerfile.neuron,WORKDIR,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.9/py3/sdk1.16.1/Dockerfile.neuron,FROM,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/Dockerfile.cpu,CMD,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/Dockerfile.cpu,COPY,2
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/Dockerfile.cpu,EXPOSE,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/Dockerfile.cpu,RUN,13
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/Dockerfile.cpu,LABEL,4
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/Dockerfile.cpu,ENV,4
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/Dockerfile.cpu,ENTRYPOINT,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/Dockerfile.cpu,ADD,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/Dockerfile.cpu,ARG,6
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/Dockerfile.cpu,WORKDIR,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/Dockerfile.cpu,FROM,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/cu110/Dockerfile.gpu,CMD,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/cu110/Dockerfile.gpu,COPY,2
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/cu110/Dockerfile.gpu,EXPOSE,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/cu110/Dockerfile.gpu,RUN,12
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/cu110/Dockerfile.gpu,LABEL,3
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/cu110/Dockerfile.gpu,ENV,4
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/cu110/Dockerfile.gpu,ENTRYPOINT,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/cu110/Dockerfile.gpu,ADD,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/cu110/Dockerfile.gpu,ARG,6
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/cu110/Dockerfile.gpu,WORKDIR,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.7/py3/cu110/Dockerfile.gpu,FROM,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/Dockerfile.cpu,CMD,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/Dockerfile.cpu,COPY,2
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/Dockerfile.cpu,EXPOSE,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/Dockerfile.cpu,RUN,13
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/Dockerfile.cpu,LABEL,4
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/Dockerfile.cpu,ENV,4
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/Dockerfile.cpu,ENTRYPOINT,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/Dockerfile.cpu,ADD,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/Dockerfile.cpu,ARG,6
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/Dockerfile.cpu,WORKDIR,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/Dockerfile.cpu,FROM,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/cu111/Dockerfile.gpu,CMD,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/cu111/Dockerfile.gpu,COPY,2
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/cu111/Dockerfile.gpu,EXPOSE,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/cu111/Dockerfile.gpu,RUN,12
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/cu111/Dockerfile.gpu,LABEL,3
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/cu111/Dockerfile.gpu,ENV,4
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/cu111/Dockerfile.gpu,ENTRYPOINT,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/cu111/Dockerfile.gpu,ADD,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/cu111/Dockerfile.gpu,ARG,6
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/cu111/Dockerfile.gpu,WORKDIR,1
aws/deep-learning-containers,latest,/huggingface/pytorch/inference/docker/1.8/py3/cu111/Dockerfile.gpu,FROM,1
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/Dockerfile.cpu,CMD,1
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/Dockerfile.cpu,COPY,3
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/Dockerfile.cpu,RUN,12
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/Dockerfile.cpu,LABEL,2
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/Dockerfile.cpu,ENV,12
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/Dockerfile.cpu,ENTRYPOINT,1
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/Dockerfile.cpu,ARG,8
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/Dockerfile.cpu,WORKDIR,1
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/Dockerfile.cpu,FROM,1
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/example/Dockerfile.gpu,COPY,1
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/example/Dockerfile.gpu,RUN,1
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/example/Dockerfile.gpu,ENTRYPOINT,1
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/example/Dockerfile.gpu,ARG,1
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/example/Dockerfile.gpu,FROM,1
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/cu111/Dockerfile.gpu,CMD,1
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/cu111/Dockerfile.gpu,COPY,3
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/cu111/Dockerfile.gpu,RUN,28
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/cu111/Dockerfile.gpu,LABEL,2
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/cu111/Dockerfile.gpu,ENV,24
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/cu111/Dockerfile.gpu,ENTRYPOINT,1
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/cu111/Dockerfile.gpu,ARG,17
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/cu111/Dockerfile.gpu,WORKDIR,3
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/cu111/Dockerfile.gpu,FROM,1
aws/deep-learning-containers,latest,/pytorch/training/docker/1.9/py3/.diy_sm_examples/Dockerfile.sagemaker.cpu,CMD,1
